"Kernel Name","traffic","dpAI","spAI","dpPerf","spPerf","xtime","Block Size","Grid Size","device","intops","intPerf","intAI","targetName","exeArgs","kernelName"
"RHS_f(double, const double *, double *)",1061814984.46,0.9221856985922836,0.09493088073744098,979190593.2199999,100799031.65500002,18779136.0,"(96, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",13843654.0,737182690.407056,0.694266610658127,"lci-cuda","","RHS_f"
"RHS_f(double, const double *, double *)",1063004604.27,0.921181165045717,0.09482747287235324,979219819.8103999,100802040.27460001,18779072.0,"(96, 1, 1)","(1, 1, 1)","NVIDIA GeForce RTX 3080",13843654.0,737185202.761883,0.693492012923248,"lci-cuda","","RHS_f"
"md5hash_kernel(int *, unsigned char *, unsigned int *, int, int, int, unsigned int, unsigned int, unsigned int, unsigned int)",26842671292.28,0.0,0.0,0.0,0.0,368960.0,"(256, 1, 1)","(3907, 1, 1)","NVIDIA GeForce RTX 3080",2322994770.0,6296061280355.594,234.5541996100199,"md5hash-cuda","1 1","md5hash_kernel"
"md5hash_kernel(int *, unsigned char *, unsigned int *, int, int, int, unsigned int, unsigned int, unsigned int, unsigned int)",8079025.09,0.0,0.0,0.0,0.0,1885376.0,"(256, 1, 1)","(5862, 1, 1)","NVIDIA GeForce RTX 3080",11850694430.0,6285586763595.166,778013.0267667192,"md5hash-cuda","1 1","md5hash_kernel"
"__omp_offloading_10309_2fc44b2__Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi_l55",11804735218.42,0.0,132.80749435264144,0.0,1567757305854.7417,78884640.0,"(256, 1, 1)","(500, 1, 1)","NVIDIA GeForce RTX 3080",21190638315.0,268628193207.1947,22.755969383203933,"lda-omp","100","__omp_offloading_10309_2fc44b2__Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi_l55"
"__omp_offloading_10309_2fc44b2__Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi_l55",12179877184.38,0.0,130.5693120347096,0.0,1590318184631.7524,77764704.0,"(256, 1, 1)","(500, 1, 1)","NVIDIA GeForce RTX 3080",21185432553.0,272429925959.7259,22.367214532269816,"lda-omp","100","__omp_offloading_10309_2fc44b2__Z11EstepKernelILi500ELi256ELi4000EEvPKiS1_PKbPKfbiiiiS5_S5_PfS6_S6_S6_S6_Pi_l55"
"initialize_buffer(float *, float, int)",9906976744.19,0.0,0.0,0.0,0.0,2752.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",291456.0,105906976744.18605,10.690140845066157,"cfd-cuda","../data/cfd/fvcorr.domn.097K","initialize_buffer"
"compute_step_factor(int, float *, float *, float *)",388742857142.86,0.0,2.3057526782708404,0.0,896344884015.8081,6720.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",4177536.0,621657142857.1428,1.599147434955155,"cfd-cuda","../data/cfd/fvcorr.domn.097K","compute_step_factor"
"compute_step_factor(int, float *, float *, float *)",384957746478.87,0.0,2.2991106226432376,0.0,885060444198.3724,6816.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",1657005.0,243105193661.9718,0.6315113694570519,"cfd-cuda","../data/cfd/fvcorr.domn.097K","compute_step_factor"
"initialize_variables(int, float *, const float *)",328758620689.66,0.0,0.0,0.0,0.0,3712.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",874368.0,235551724137.93103,0.7164883574575099,"cfd-cuda","../data/cfd/fvcorr.domn.097K","initialize_variables"
"initialize_variables(int, float *, const float *)",282621848739.5,0.0,0.0,0.0,0.0,3808.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",874368.0,229613445378.15125,0.812440532825868,"cfd-cuda","../data/cfd/fvcorr.domn.097K","initialize_variables"
"time_step(int, int, const float *, float *, const float *, const float *)",546325301204.82,0.0,0.33477307857758726,0.0,182895002989.16522,10624.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",2525952.0,237759036144.5783,0.4351968243466749,"cfd-cuda","../data/cfd/fvcorr.domn.097K","time_step"
"time_step(int, int, const float *, float *, const float *, const float *)",528037037037.04,0.0,0.3549121727021429,0.0,187406772082.01776,10368.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",2525952.0,243629629629.6296,0.4613873886511863,"cfd-cuda","../data/cfd/fvcorr.domn.097K","time_step"
"compute_flux(int, int *, float *, float *, float *, float *, Float3 *, Float3 *, Float3 *, Float3 *)",469634178905.21,0.0,5.086419954073421,0.0,2388756658698.347,23968.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",20227148.0,843923064085.4473,1.7969796535098075,"cfd-cuda","../data/cfd/fvcorr.domn.097K","compute_flux"
"compute_flux(int, int *, float *, float *, float *, float *, Float3 *, Float3 *, Float3 *, Float3 *)",439994708994.71,0.0,5.378820169215945,0.0,2366652415089.047,24192.0,"(192, 1, 1)","(506, 1, 1)","NVIDIA GeForce RTX 3080",11437191.0,472767485119.0476,1.074484477777508,"cfd-cuda","../data/cfd/fvcorr.domn.097K","compute_flux"
"StringSearchLoadBalance(const unsigned char *, unsigned int, const unsigned char *, unsigned int, unsigned int *, unsigned int *, unsigned int)",2039996653.0,0.0,0.0,0.0,0.0,382432.0,"(256, 1, 1)","(6, 1, 1)","NVIDIA GeForce RTX 3080",19529244.0,51065925445.569405,25.032357465132275,"ss-cuda","../ss-sycl/StringSearch_Input.txt clEnqueueNDRangeKernel 20000","StringSearchLoadBalance"
"StringSearchLoadBalance(const unsigned char *, unsigned int, const unsigned char *, unsigned int, unsigned int *, unsigned int *, unsigned int)",1912679125.12,0.0,0.0,0.0,0.0,381856.0,"(256, 1, 1)","(6, 1, 1)","NVIDIA GeForce RTX 3080",19529244.0,51142954412.134415,26.738909700248726,"ss-cuda","../ss-sycl/StringSearch_Input.txt clEnqueueNDRangeKernel 20000","StringSearchLoadBalance"
"kernel(int, float *, float *, float *, float *)",2591749644.38,0.01665220225031587,0.02775367041719312,43158339.2604,71930565.434,44992.0,"(32, 1, 1)","(2, 1, 1)","NVIDIA GeForce RTX 3080",417.0,9268314.366998576,0.003576083973657011,"myocyte-cuda","100","kernel"
"kernel(int, float *, float *, float *, float *)",2419681620.84,0.017826624837248478,0.029711041395414133,43134756.4803,71891260.8005,44224.0,"(32, 1, 1)","(2, 1, 1)","NVIDIA GeForce RTX 3080",406.0,9180535.455861071,0.0037941088516736427,"myocyte-cuda","100","kernel"
"fill_sig(double *, double *, double *, const double *, const double *, int)",687777365491.65,0.025264530862079464,0.0,17376372476.7035,0.0,120736.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",14680064.0,121588126159.55473,0.1767841343145086,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","fill_sig"
"fill_sig(double *, double *, double *, const double *, const double *, int)",690497337593.18,0.025265078998745305,0.0,17445469782.715,0.0,120192.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",14680064.0,122138445154.41959,0.17688474452363467,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","fill_sig"
"calcMonotonicQGradientsForElems(const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, double *, double *, double *, double *, double *, double *, const double *, int)",101704251016.2,1.9805039086293044,0.03876129078317353,201425666661.8,3942188047.5238,3196224.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",171966464.0,53803007548.90771,0.5290143431697627,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcMonotonicQGradientsForElems"
"calcMonotonicQGradientsForElems(const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, double *, double *, double *, double *, double *, double *, const double *, int)",95625399305.03,2.107054973377133,0.04122924107015172,201487973186.83768,3942562640.3766003,3195552.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",171966464.0,53814321907.45135,0.5627618007198288,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcMonotonicQGradientsForElems"
"applyAccelerationBoundaryConditionsForNodes(const int *, const int *, const int *, double *, double *, double *, int, int, int, int)",326404494382.02,0.0,0.0,0.0,0.0,5696.0,"(256, 1, 1)","(66, 1, 1)","NVIDIA GeForce RTX 3080",316944.0,55643258426.96629,0.17047332185886532,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","applyAccelerationBoundaryConditionsForNodes"
"applyAccelerationBoundaryConditionsForNodes(const int *, const int *, const int *, double *, double *, double *, int, int, int, int)",302666666666.67,0.0,0.0,0.0,0.0,5088.0,"(256, 1, 1)","(66, 1, 1)","NVIDIA GeForce RTX 3080",316944.0,62292452830.188675,0.205812068822207,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","applyAccelerationBoundaryConditionsForNodes"
"hgc(double *, double *, double *, double *, double *, double *, double *, const double *, const double *, const double *, const int *, const double *, const double *, int *, int)",487942568732.56,0.2280885844200038,0.0,111294129780.47002,0.0,6124608.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",79691776.0,13011734955.11876,0.02666652960596774,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","hgc"
"hgc(double *, double *, double *, double *, double *, double *, double *, const double *, const double *, const double *, const int *, const double *, const double *, int *, int)",487748236241.64,0.22835072166660614,0.0,111377661737.39279,0.0,6118752.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",79691776.0,13024187938.978405,0.02670268587609196,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","hgc"
"calcKinematicsForElems(const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, const double *, double *, double *, double *, double *, double *, double *, double, int)",76423998570.66,2.9723019242670885,0.02447113680523886,227155198011.75797,1870182124.226,4477600.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",157286400.0,35127389673.03913,0.4596382069771067,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcKinematicsForElems"
"calcKinematicsForElems(const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, const double *, double *, double *, double *, double *, double *, double *, double, int)",76125379749.1,2.9846576605859725,0.02457597516317307,227208197833.1676,1870855442.001,4476640.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",157286400.0,35134922620.53683,0.46154019508785715,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcKinematicsForElems"
"calcPositionForNodes(double *, double *, double *, const double *, const double *, const double *, double, int)",697326769943.54,0.0835780929028622,0.0,58281241561.994,0.0,221024.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",17173766.0,77700910308.3828,0.11142682836437492,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcPositionForNodes"
"calcPositionForNodes(double *, double *, double *, const double *, const double *, const double *, double, int)",698530292023.83,0.08372041810756253,0.0,58481248109.0328,0.0,220256.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",17173766.0,77971841856.7485,0.111622706627143,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcPositionForNodes"
"collect_final_force(const double *, const double *, const double *, double *, double *, double *, const int *, const int *, int)",716717190750.03,0.053707523004597586,0.0,38493105009.997795,0.0,1307680.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",129372386.0,98932755720.05383,0.13803597429625303,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","collect_final_force"
"collect_final_force(const double *, const double *, const double *, double *, double *, double *, const int *, const int *, int)",715164698819.29,0.05502364815635611,0.0,39350970761.679,0.0,1279232.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",129372386.0,101132856276.26575,0.14141198026584964,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","collect_final_force"
"fb(const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, double *, double *, double *, double, int)",310136746484.08,0.8590703201916758,0.004088156401517817,266429274105.28323,1267887525.4848,6580352.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",274726912.0,41749576922.32877,0.13461667279234152,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","fb"
"fb(const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const int *, const double *, double *, double *, double *, double, int)",316188787791.02,0.8476960868931541,0.004135551161122283,268031998129.93756,1307614908.483,6407872.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",203423744.0,31745912527.59106,0.10040176550653979,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","fb"
"integrateStress(double *, double *, double *, const double *, const double *, const double *, const int *, const double *, const double *, const double *, double *, int)",206535434852.89,1.0002104050255995,0.0,206578890946.34747,0.0,3959040.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",73400320.0,18539928871.64565,0.08976633421209863,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","integrateStress"
"integrateStress(double *, double *, double *, const double *, const double *, const double *, const int *, const double *, const double *, const double *, double *, int)",206875512001.23,0.9981580647728416,0.0,206494460708.0385,0.0,3960928.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",73400320.0,18531091703.762352,0.08957605240223972,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","integrateStress"
"acc_final_force(const double *, const double *, const double *, double *, double *, double *, const int *, const int *, int)",715446952088.18,0.05495173826293518,0.0,39315053652.1644,0.0,1280352.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",129372386.0,101044389355.42726,0.14123253870955532,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","acc_final_force"
"acc_final_force(const double *, const double *, const double *, double *, double *, double *, const int *, const int *, int)",715260054958.78,0.05493809594815307,0.0,39295025527.206696,0.0,1280960.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",129372386.0,100996429240.56956,0.14120239001238497,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","acc_final_force"
"calcVelocityForNodes(double *, double *, double *, const double *, const double *, const double *, double, double, int)",692446621524.28,0.08374216374533129,0.0,57986978364.5877,0.0,222112.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",17173766.0,77320297867.7424,0.11166246677258318,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcVelocityForNodes"
"calcVelocityForNodes(double *, double *, double *, const double *, const double *, const double *, double, double, int)",687398543481.37,0.0836109086516205,0.0,57474016826.27781,0.0,224096.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",17173766.0,76635754319.57732,0.11148664053236289,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcVelocityForNodes"
"applyMaterialPropertiesForElems(const double *, const double *, const double *, const int *, const int *, double *, double *, double *, double *, double *, double *, double, double, double, double, double, double, double, double, double, double, int)",79487013382.37,2.700634770361958,0.08025633616893724,214665392132.6547,6379336467.080299,2627936.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",573085108.0,218074225551.91602,2.743520183641524,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","applyMaterialPropertiesForElems"
"applyMaterialPropertiesForElems(const double *, const double *, const double *, const int *, const int *, double *, double *, double *, double *, double *, double *, double, double, double, double, double, double, double, double, double, double, int)",79838346918.14,2.6903111613458117,0.08007629923158412,214789995817.27103,6393159357.972,2626464.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",573085108.0,218196445106.42444,2.732977992770141,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","applyMaterialPropertiesForElems"
"calcStrainRates(double *, double *, double *, const double *, double *, int *, int)",453073531009.01,0.5813202276227359,0.0314347293722148,263380808175.9944,14242243832.982,294624.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",88080384.0,298958618442.4894,0.6598456938693781,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcStrainRates"
"calcStrainRates(double *, double *, double *, const double *, double *, int *, int)",453548919535.24,0.580579938873277,0.031380126764983654,263321403979.81042,14232422589.137201,294688.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",88080384.0,298893690954.501,0.6590109204995636,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcStrainRates"
"accelerationForNode(const double *, const double *, const double *, const double *, double *, double *, double *, int)",690993706034.8,0.23363928202607007,0.0,161443273362.504,0.0,172864.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",25760649.0,149022636292.114,0.21566424555046365,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","accelerationForNode"
"accelerationForNode(const double *, const double *, const double *, const double *, double *, double *, double *, int)",690155724061.4,0.23371498421869902,0.0,161299734157.4549,0.0,173024.0,"(256, 1, 1)","(8386, 1, 1)","NVIDIA GeForce RTX 3080",25760649.0,148884831006.1032,0.21572643073935818,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","accelerationForNode"
"calcMonotonicQForElems(const int *, const double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const int *, const int *, const int *, const int *, const int *, const int *, const double *, double, double, double, double, int)",255682317499.92,0.7722039772525929,0.015622786236534519,197438902486.59848,3994470190.7629995,1051616.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",167624704.0,159397255271.88632,0.6234191587063356,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcMonotonicQForElems"
"calcMonotonicQForElems(const int *, const double *, double *, double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const double *, const int *, const int *, const int *, const int *, const int *, const int *, const double *, double, double, double, double, int)",247365071639.34,0.7979086816901608,0.016144003894458858,197374738207.93796,3993462679.8985996,1051936.0,"(256, 1, 1)","(8192, 1, 1)","NVIDIA GeForce RTX 3080",167624704.0,159348766464.87997,0.6441845868086485,"lulesh-cuda","-i 100 -s 128 -r 11 -b 1 -c 1","calcMonotonicQForElems"
"__omp_offloading_10309_2f04bc7__Z7convertIhhEvii_l20",194803328532.57,0.0,0.0,0.0,0.0,2799552.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",10738466816.0,3835780444871.179,19.69052825619383,"conversion-omp","268435456 10","__omp_offloading_10309_2f04bc7__Z7convertIhhEvii_l20"
"__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l20",466230155817.29,0.0,0.0,0.0,0.0,2877216.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",10470031360.0,3638945202584.7207,7.805040401571064,"conversion-omp","268435456 10","__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l20"
"__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l27",465927598892.98,0.0,0.0,0.0,0.0,2879072.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",10470031360.0,3636599348679.0186,7.805073915602749,"conversion-omp","268435456 10","__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l27"
"__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l27",466055821708.44,0.0,0.0,0.0,0.0,2878880.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",10470031360.0,3636841882954.482,7.80344695539423,"conversion-omp","268435456 10","__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l27"
"__omp_offloading_10309_2f04bc7__Z7convertIccEvii_l20",199119749388.33,0.0,0.0,0.0,0.0,2798912.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",10738466816.0,3836657535499.5083,19.26809142380513,"conversion-omp","268435456 10","__omp_offloading_10309_2f04bc7__Z7convertIccEvii_l20"
"__omp_offloading_10309_2f04bc7__Z7convertIcfEvii_l20",467731401653.19,0.0,0.0,0.0,0.0,2880256.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",10738466816.0,3728302906408.319,7.9710340020590555,"conversion-omp","268435456 10","__omp_offloading_10309_2f04bc7__Z7convertIcfEvii_l20"
"__omp_offloading_10309_2f04bc7__Z7convertIciEvii_l20",470731900959.9,0.0,0.0,0.0,0.0,2853632.0,"(256, 1, 1)","(1048576, 1, 1)","NVIDIA GeForce RTX 3080",10738466816.0,3763087467480.0396,7.99412034707332,"conversion-omp","268435456 10","__omp_offloading_10309_2f04bc7__Z7convertIciEvii_l20"
